product_id,category,animal,size,price,sales,rating,repeat_purchase,sales_per_unit_price,is_high_rating
26,Housing,Bird,large,45.83,1551.24,4.0,1,33.84769801440105,0
27,Equipment,Cat,Small,28.24,1046.0,4.0,0,37.039660056657226,0
28,Equipment,Cat,small,28.19,1036.72,5.0,1,36.77616175948918,1
29,Equipment,Cat,Small,27.79,1031.11,7.0,1,37.10363440086362,1
30,Toys,Dog,Small,38.86,1405.4,5.0,1,36.16572310859496,1
31,Equipment,Fish,Small,22.89,706.94,3.0,1,30.88422892092617,0
32,Housing,Cat,SMALL,26.07,830.8,7.0,0,31.868047564250094,1
33,Equipment,Cat,SMALL,28.02,1027.95,6.0,0,36.686295503211994,1
34,Toys,Fish,medium,23.99,743.83,5.0,0,31.005835764902045,1
35,Equipment,Cat,small,28.25,1039.58,6.0,1,36.799292035398224,1
36,Food,Dog,Medium,30.87,879.37,4.0,1,28.486232588273403,0
37,Equipment,Cat,SMALL,28.09,1034.96,7.0,1,36.84442862228551,1
38,Toys,Fish,Small,29.01,966.05,2.0,0,33.30058600482592,0
39,Housing,Fish,large,26.13,783.84,6.0,1,29.997703788748566,1
40,Toys,Bird,large,54.03,2248.63,5.0,0,41.618175087914125,1
41,Food,Cat,Small,31.2,1074.63,3.0,1,34.44326923076923,0
42,Food,Cat,SMALL,30.92,1064.79,7.0,0,34.43693402328589,1
43,Housing,Cat,medium,20.95,615.07,5.0,1,29.358949880668263,1
44,Equipment,Fish,medium,17.98,506.75,3.0,1,28.18409343715239,0
45,Medicine,Bird,medium,28.064999999999998,1209.41,4.9911111111111115,0,43.09317655442723,0
46,Accessory,Dog,large,32.98,1063.91,5.0,1,32.259248029108555,1
47,Toys,Cat,SMALL,28.064999999999998,1367.47,4.9911111111111115,1,48.72510244076252,0
48,Equipment,Cat,SMALL,27.7,1022.95,8.0,0,36.92960288808665,1
49,Medicine,Cat,small,24.8,978.64,6.0,1,39.461290322580645,1
50,Food,Cat,small,31.2,1074.1,6.0,0,34.42628205128205,1
51,Food,Cat,Small,31.09,1071.72,6.0,0,34.47153425538759,1
52,Medicine,Fish,small,19.83,658.66,7.0,1,33.21533030761473,1
53,Accessory,Dog,large,33.15,1068.44,7.0,0,32.23046757164405,1
54,Food,Fish,medium,21.25,548.05,4.0,0,25.790588235294116,0
55,Equipment,Dog,Large,38.06,1449.87,5.0,1,38.09432475039411,1
56,Food,Cat,Small,30.89,1059.94,6.0,0,34.313370022661054,1
57,Medicine,Dog,large,35.04,1424.02,6.0,1,40.6398401826484,1
58,Housing,Dog,MEDIUM,26.03,678.99,3.0,0,26.084902036112176,0
59,Toys,Dog,medium,33.94,1152.57,6.0,0,33.95904537418975,1
60,Housing,Cat,Small,25.81,814.06,3.0,0,31.540488182874853,0
61,Accessory,Dog,large,32.99,1068.83,4.0,1,32.39860563807214,0
62,Equipment,Fish,medium,17.9,506.2,3.0,1,28.27932960893855,0
63,Food,Fish,LARGE,30.96,1016.49,5.0,0,32.832364341085274,1
64,Food,Dog,large,40.93,1459.08,3.0,0,35.64817981920352,0
65,Medicine,Dog,medium,24.98,836.05,5.0,1,33.46877502001601,1
66,Housing,Cat,small,26.08,831.86,4.0,1,31.89647239263804,0
67,Equipment,Fish,small,23.08,710.55,5.0,0,30.78639514731369,1
68,Housing,Dog,MEDIUM,26.0,675.06,3.0,1,25.963846153846152,0
69,Equipment,Cat,medium,22.95,790.28,6.0,0,34.434858387799565,1
70,Toys,Dog,SMALL,39.03,1411.58,6.0,0,36.16653856008198,1
71,Equipment,Dog,LARGE,28.064999999999998,1446.43,4.9911111111111115,0,51.53857117406022,0
72,Medicine,Bird,medium,34.96,1207.21,6.0,1,34.53117848970252,1
73,-,Dog,small,33.13,1101.89,4.0,0,33.25958345910051,0
74,Food,Bird,Large,28.064999999999998,1864.01,4.9911111111111115,0,66.4176019953679,0
75,Equipment,Fish,SMALL,23.19,706.38,6.0,1,30.460543337645536,1
76,Food,Fish,LARGE,31.0,1023.95,6.0,1,33.03064516129032,1
77,Housing,Cat,medium,21.05,614.54,3.0,1,29.194299287410924,0
78,Food,Cat,Small,31.5,1090.84,6.0,0,34.629841269841265,1
79,Medicine,Cat,small,24.7,975.88,6.0,1,39.50931174089069,1
80,Accessory,Dog,Small,27.76,764.19,3.0,0,27.528458213256485,0
81,Accessory,Cat,medium,18.06,518.45,6.0,1,28.70708748615726,1
82,Equipment,Fish,small,22.99,709.87,2.0,0,30.877337973031754,0
83,Equipment,Cat,small,28.43,1047.28,5.0,1,36.83714386211748,1
84,Toys,Bird,Medium,43.99,1534.9,7.0,0,34.89202091384406,1
85,Equipment,Dog,medium,28.064999999999998,870.15,4.9911111111111115,1,31.00481026189204,0
86,Food,Bird,Medium,41.03,1206.69,6.0,1,29.409943943456007,1
87,Equipment,Cat,small,28.28,1042.37,5.0,0,36.8589108910891,1
88,Food,Dog,Large,40.93,1463.29,4.0,1,35.75103835817249,0
89,Housing,Cat,small,25.96,825.63,4.0,0,31.80392912172573,0
90,Equipment,Cat,small,28.064999999999998,1014.17,4.9911111111111115,0,36.13646891145555,0
91,Equipment,Cat,small,27.86,1022.0,6.0,1,36.68341708542714,1
92,Toys,Dog,small,38.95,1418.52,6.0,1,36.41899871630295,1
93,Housing,Bird,Medium,36.22,965.85,4.0,0,26.666206515737162,0
94,Accessory,Dog,medium,23.02,578.95,5.0,0,25.1498696785404,1
95,Housing,Cat,small,28.064999999999998,821.2,4.9911111111111115,0,29.26064493140923,0
96,Housing,Cat,MEDIUM,21.14,617.64,7.0,1,29.2166508987701,1
97,Accessory,Bird,LARGE,42.99,1417.24,5.0,0,32.96673645033729,1
98,Equipment,Cat,Small,27.95,1026.77,6.0,1,36.73595706618963,1
99,Equipment,Dog,Large,38.0,1447.26,5.0,0,38.08578947368421,1
100,Equipment,Cat,Small,28.2,1035.18,6.0,1,36.708510638297874,1
101,Housing,Dog,small,28.064999999999998,892.3,4.9911111111111115,1,31.794049527881704,0
102,Toys,Dog,Small,39.16,1425.23,3.0,1,36.39504596527069,0
103,Medicine,Dog,medium,25.07,846.96,4.0,0,33.783805345033905,0
104,Medicine,Fish,medium,15.0,464.88,6.0,1,30.992,1
105,Housing,Bird,medium,35.95,962.13,2.0,1,26.76300417246175,0
106,Equipment,Cat,small,27.86,1027.49,3.0,0,36.880473797559226,0
107,Medicine,Cat,large,30.03,1321.82,8.0,1,44.01665001665001,1
108,Equipment,Fish,Small,22.98,712.43,6.0,0,31.002175805047866,1
109,Equipment,Cat,small,27.97,1028.72,5.0,1,36.77940650697176,1
110,Toys,Fish,small,28.74,969.57,4.0,1,33.735908141962426,0
111,Equipment,Dog,small,28.064999999999998,1112.08,4.9911111111111115,1,39.62515588811687,0
112,Food,Cat,Medium,26.05,829.81,6.0,1,31.85451055662188,1
113,Housing,Bird,Large,45.99,1558.19,6.0,0,33.88106110023918,1
114,Housing,Cat,Small,25.83,821.45,8.0,0,31.80216802168022,1
115,Equipment,Dog,small,32.98,1106.85,6.0,1,33.56124924196483,1
116,Accessory,Fish,LARGE,22.75,670.79,3.0,0,29.485274725274724,0
117,Toys,Fish,large,28.064999999999998,1300.33,4.9911111111111115,1,46.332798859789776,0
118,Equipment,Cat,SMALL,28.03,1029.38,6.0,1,36.72422404566536,1
119,Equipment,Cat,small,27.7,1021.27,4.0,0,36.868953068592056,0
120,Toys,Cat,medium,29.02,1073.29,6.0,1,36.98449345279118,1
121,Food,Dog,SMALL,28.064999999999998,1132.38,4.9911111111111115,0,40.34847675040086,0
122,Equipment,Cat,MEDIUM,23.19,801.04,3.0,1,34.542475204829664,0
123,Food,Dog,medium,30.92,885.87,4.0,1,28.65038809831824,0
124,Housing,Dog,MEDIUM,26.32,685.86,2.0,1,26.05851063829787,0
125,Equipment,Cat,Small,28.2,1047.38,5.0,0,37.14113475177305,1
126,Equipment,Cat,small,27.99,1028.27,6.0,0,36.73704894605216,1
127,Medicine,Cat,small,25.07,999.58,8.0,1,39.87155963302752,1
128,Toys,Fish,Medium,28.064999999999998,747.58,4.9911111111111115,0,26.637448779618747,0
129,Equipment,Cat,Medium,22.98,795.34,7.0,0,34.61009573542211,1
130,Toys,Fish,large,34.18,1307.35,4.0,0,38.248976009362195,0
131,Housing,Fish,small,21.07,538.15,4.0,1,25.541053630754625,0
132,Equipment,Cat,SMALL,28.064999999999998,1038.07,4.9911111111111115,1,36.98806342419384,0
133,Housing,Bird,Large,28.064999999999998,1556.37,4.9911111111111115,1,55.455905932656336,0
134,Housing,Fish,small,28.064999999999998,529.96,4.9911111111111115,1,18.88330660965616,0
135,Food,Dog,LARGE,28.064999999999998,1451.97,4.9911111111111115,0,51.73597006948157,0
136,Medicine,Bird,small,28.064999999999998,1495.56,4.9911111111111115,1,53.289150187065744,0
137,Housing,Cat,small,25.97,823.94,5.0,1,31.726607624181753,1
138,Equipment,Fish,small,23.14,711.93,4.0,0,30.766205704407948,0
139,Accessory,Bird,Large,42.85,1411.53,5.0,0,32.94119019836639,1
140,Toys,Cat,small,34.08,1348.96,6.0,1,39.58215962441315,1
141,Toys,Dog,small,28.064999999999998,1390.98,4.9911111111111115,1,49.562800641368256,0
142,Equipment,Cat,medium,22.97,790.52,5.0,1,34.415324336090556,1
143,Toys,Fish,medium,24.24,749.2,6.0,1,30.907590759075912,1
144,Food,Bird,medium,41.02,1204.42,3.0,1,29.361774744027304,0
145,Equipment,Cat,small,27.95,1025.34,8.0,0,36.684794275491946,1
146,Food,Dog,LARGE,41.04,1456.69,8.0,0,35.49439571150098,1
147,Equipment,Fish,small,22.68,697.2,2.0,0,30.740740740740744,0
148,Medicine,Cat,SMALL,24.83,981.35,7.0,1,39.52275473217882,1
149,Equipment,Cat,small,27.77,1022.07,5.0,0,36.80482535109831,1
150,Equipment,Cat,SMALL,27.99,1026.36,6.0,1,36.668810289389064,1
151,Food,Bird,large,50.92,1859.84,5.0,1,36.524744697564806,1
152,Food,Dog,large,41.01,1464.8,4.0,1,35.71811753230919,0
153,Housing,Bird,MEDIUM,36.08,962.39,5.0,1,26.67378048780488,1
154,Housing,Cat,Medium,21.12,619.13,4.0,1,29.314867424242422,0
155,Housing,Fish,medium,16.11,373.72,5.0,0,23.198013656114217,1
156,Food,Cat,Small,30.96,1059.68,7.0,1,34.22739018087855,1
157,Food,Bird,small,45.83,1460.05,6.0,1,31.85795330569496,1
158,Medicine,Dog,small,29.99,1088.15,3.0,0,36.28376125375126,0
159,Accessory,Dog,medium,28.064999999999998,583.06,4.9911111111111115,0,20.775342953857116,0
160,Toys,Fish,LARGE,34.17,1299.15,5.0,1,38.02019315188762,1
161,Medicine,Fish,Small,19.76,657.92,3.0,1,33.29554655870445,0
162,Food,Dog,Medium,30.86,880.28,5.0,1,28.5249513933895,1
163,Housing,Cat,small,26.13,827.52,6.0,1,31.66934557979334,1
164,Medicine,Fish,Large,24.94,941.39,6.0,0,37.74619085805934,1
165,Food,Bird,large,51.18,1869.97,6.0,1,36.537123876514265,1
166,Medicine,Cat,MEDIUM,20.06,741.16,4.0,0,36.94715852442672,0
167,Equipment,Cat,small,27.93,1031.5,6.0,1,36.93161475116362,1
168,Food,Cat,Medium,26.24,837.67,6.0,1,31.9233993902439,1
169,Food,Cat,MEDIUM,25.88,825.61,5.0,1,31.901468315301393,1
170,Equipment,Cat,SMALL,28.17,1041.59,3.0,0,36.975150869719556,0
171,Toys,Dog,small,39.26,1412.54,4.0,0,35.97911360163016,0
172,Toys,Cat,small,34.17,1350.32,8.0,0,39.517705589698565,1
173,Equipment,Cat,Small,28.07,1034.36,5.0,1,36.84930530815817,1
174,-,Bird,large,51.1,1868.47,5.0,0,36.56497064579256,1
175,Toys,Cat,small,34.03,1338.54,6.0,0,39.33411695562739,1
176,Food,Bird,medium,41.08,1204.46,4.0,1,29.319863680623175,0
177,Medicine,Dog,medium,25.05,844.17,5.0,1,33.699401197604786,1
178,Medicine,Cat,MEDIUM,19.88,734.01,8.0,0,36.922032193158955,1
179,-,Bird,large,50.99,1855.16,5.0,1,36.38282016081585,1
180,Housing,Fish,medium,15.91,367.02,5.0,0,23.068510370835952,1
181,Housing,Fish,small,20.79,529.93,3.0,0,25.48965848965849,0
182,Food,Bird,Medium,40.88,1206.88,7.0,1,29.522504892367905,1
183,Food,Fish,SMALL,26.3,740.93,3.0,1,28.1722433460076,0
184,Equipment,Cat,MEDIUM,22.86,787.87,4.0,1,34.465004374453194,0
185,Toys,Cat,Small,34.11,1345.58,6.0,1,39.4482556435063,1
186,Toys,Dog,medium,34.02,1158.66,5.0,0,34.05820105820106,1
187,Housing,Cat,LARGE,28.064999999999998,1125.8,4.9911111111111115,1,40.11402102262605,0
188,Medicine,Fish,small,20.03,663.35,5.0,1,33.117823265102345,1
189,Food,Fish,small,26.67,752.3,3.0,1,28.207724034495683,0
190,Food,Dog,Large,41.15,1467.02,6.0,0,35.65054678007291,1
191,Equipment,Dog,small,33.1,1118.36,3.0,0,33.78731117824773,0
192,Equipment,Cat,small,28.31,1048.92,8.0,1,37.05121865065348,1
193,Medicine,Dog,medium,25.06,842.46,3.0,1,33.617717478052676,0
194,Medicine,Dog,SMALL,28.064999999999998,1081.7,4.9911111111111115,1,38.54266880456085,0
195,Food,Cat,small,31.04,1074.04,4.0,0,34.60180412371134,0
196,Equipment,Cat,small,27.98,1029.34,7.0,0,36.78842030021443,1
197,Medicine,Cat,Small,25.02,992.22,6.0,1,39.65707434052758,1
198,Equipment,Cat,small,27.65,1019.82,6.0,0,36.88318264014467,1
199,Equipment,Dog,small,33.09,1110.67,3.0,1,33.565125415533394,0
200,Equipment,Dog,MEDIUM,28.0,873.45,2.0,1,31.19464285714286,0
201,Toys,Dog,small,28.064999999999998,1407.71,4.9911111111111115,1,50.158916800285056,0
202,Equipment,Fish,Small,23.01,703.91,3.0,1,30.591481964363318,0
203,Food,Bird,Small,46.02,1470.55,2.0,1,31.954584963059535,0
204,Housing,Bird,Large,45.94,1541.46,5.0,0,33.553765781454075,1
205,Equipment,Cat,Small,28.04,1039.48,5.0,1,37.071326676176895,1
206,Toys,Dog,small,38.87,1408.33,4.0,1,36.231798302032416,0
207,Medicine,Cat,Medium,20.05,740.8,4.0,0,36.947630922693264,0
208,Medicine,Fish,small,19.86,659.93,3.0,0,33.22910372608258,0
209,Food,Dog,Small,35.99,1122.98,5.0,1,31.20255626562934,1
210,Equipment,Cat,SMALL,28.064999999999998,1033.55,4.9911111111111115,1,36.827008729734544,0
211,Equipment,Fish,Small,22.9,700.8,3.0,0,30.602620087336245,0
212,Toys,Cat,small,28.064999999999998,1383.43,4.9911111111111115,0,49.29378229110993,0
213,Toys,Bird,small,48.91,1816.23,6.0,1,37.134123901042734,1
214,Housing,Cat,small,25.91,822.17,4.0,1,31.73176379776148,0
215,Food,Bird,Small,45.83,1461.36,4.0,0,31.88653720270565,0
216,Accessory,Dog,Large,33.03,1062.88,4.0,1,32.17923100211929,0
217,Equipment,Cat,small,27.89,1029.56,3.0,1,36.915023305844386,0
218,Food,Dog,SMALL,35.97,1111.28,3.0,0,30.8946344175702,0
219,Toys,Cat,large,28.064999999999998,1729.76,4.9911111111111115,0,61.634063780509535,0
220,Equipment,Fish,small,23.16,710.4,2.0,0,30.673575129533678,0
221,Housing,Dog,Large,35.89,1177.84,5.0,1,32.81805516857063,1
222,Food,Fish,Small,25.84,729.2,4.0,1,28.21981424148607,0
223,Medicine,Dog,large,34.85,1416.51,7.0,1,40.64591104734576,1
224,Accessory,Fish,Large,22.94,669.84,5.0,1,29.199651264167393,1
225,Food,Fish,large,31.08,1020.19,3.0,0,32.824646074646076,0
226,Medicine,Cat,small,25.16,989.87,4.0,1,39.34300476947536,0
227,Housing,Fish,large,26.13,786.17,4.0,1,30.086873325679296,0
228,Food,Bird,large,50.84,1846.82,6.0,1,36.326121164437446,1
229,Equipment,Dog,SMALL,32.91,1093.36,3.0,0,33.22272865390459,0
230,Equipment,Cat,small,28.17,1034.28,5.0,0,36.715654952076676,1
231,Medicine,Dog,large,28.064999999999998,1423.72,4.9911111111111115,0,50.729378229111,0
232,Food,Fish,Small,25.83,731.17,6.0,0,28.307007355787842,1
233,-,Cat,small,27.74,1024.25,6.0,1,36.923215573179526,1
234,Food,Cat,LARGE,36.03,1400.69,7.0,1,38.87565917291146,1
235,Food,Dog,medium,30.75,880.03,5.0,0,28.618861788617885,1
236,Accessory,Bird,large,28.064999999999998,1411.55,4.9911111111111115,1,50.29574202743631,0
237,Equipment,Fish,small,23.05,699.21,3.0,1,30.334490238611714,0
238,Toys,Fish,medium,24.05,747.39,6.0,0,31.076507276507275,1
239,Equipment,Cat,Small,27.96,1037.79,5.0,0,37.11695278969957,1
240,Toys,Cat,small,33.93,1343.52,6.0,1,39.59681697612732,1
241,Equipment,Cat,medium,23.28,801.56,3.0,1,34.43127147766322,0
242,Toys,Cat,small,34.01,1347.06,7.0,1,39.60776242281682,1
243,Housing,Fish,medium,16.23,375.37,4.0,0,23.128157732593962,0
244,Housing,Dog,SMALL,30.92,876.82,6.0,1,28.357697283311772,1
245,Toys,Fish,Medium,24.03,745.79,4.0,0,31.035788597586347,0
246,Medicine,Cat,medium,19.87,734.24,3.0,1,36.952189229994964,0
247,Equipment,Cat,small,27.97,1034.03,4.0,0,36.96925277082588,0
248,Food,Fish,Medium,21.02,544.63,2.0,1,25.910085632730734,0
249,Accessory,Bird,LARGE,42.97,1420.58,6.0,1,33.0598091691878,1
250,Toys,Dog,LARGE,28.064999999999998,1795.05,4.9911111111111115,0,63.96044895777659,0
251,Equipment,Dog,Large,38.32,1461.63,6.0,0,38.14274530271399,1
252,Medicine,Cat,SMALL,24.96,984.98,7.0,1,39.462339743589745,1
253,Accessory,Cat,small,23.07,722.66,5.0,1,31.32466406588643,1
254,Accessory,Fish,medium,12.89,288.01,3.0,0,22.343677269200928,0
255,Medicine,Cat,SMALL,25.09,989.83,6.0,1,39.45117576723794,1
256,Equipment,Dog,SMALL,32.96,1106.18,5.0,1,33.56128640776699,1
257,Housing,Cat,small,28.064999999999998,823.68,4.9911111111111115,1,29.349011223944416,0
258,Housing,Fish,small,21.22,540.81,3.0,0,25.485862393967952,0
259,Equipment,Cat,SMALL,28.33,1044.42,4.0,0,36.8662195552418,0
260,Toys,Dog,SMALL,38.89,1417.68,5.0,0,36.45358704037027,1
261,Food,Dog,SMALL,35.87,1118.67,6.0,1,31.186785614719827,1
262,Equipment,Cat,small,28.03,1034.78,6.0,1,36.91687477702462,1
263,Food,Fish,small,25.92,729.11,4.0,1,28.129243827160494,0
264,Equipment,Fish,Medium,18.08,511.72,5.0,1,28.30309734513275,1
265,Toys,Cat,small,33.87,1350.59,6.0,0,39.875701210510776,1
266,Equipment,Cat,small,28.064999999999998,1030.43,4.9911111111111115,0,36.71583823267415,0
267,Toys,Fish,small,28.92,964.24,4.0,1,33.34163208852005,0
268,-,Fish,Small,23.12,708.32,4.0,1,30.636678200692042,0
269,Equipment,Cat,Small,27.87,1020.96,5.0,1,36.63293864370291,1
270,Medicine,Bird,Medium,35.03,1207.13,6.0,1,34.459891521552954,1
271,Toys,Dog,MEDIUM,33.93,1144.31,5.0,0,33.72561155319776,1
272,Food,Dog,LARGE,41.04,1470.65,6.0,1,35.834551656920084,1
273,Housing,Dog,small,31.23,884.46,3.0,1,28.320845341018252,0
274,Equipment,Fish,Small,22.93,703.79,5.0,1,30.692978630614913,1
275,Medicine,Fish,Medium,15.03,464.98,3.0,1,30.93679308050566,0
276,Toys,Cat,Medium,29.01,1074.06,3.0,1,37.02378490175801,0
277,Accessory,Dog,MEDIUM,28.064999999999998,574.23,4.9911111111111115,1,20.46071619454837,0
278,Food,Dog,SMALL,35.99,1120.11,4.0,0,31.12281189219227,0
279,Medicine,Cat,Small,28.064999999999998,986.94,4.9911111111111115,0,35.16622127204704,0
280,Toys,Dog,large,43.9,1795.77,5.0,1,40.90592255125285,1
281,Equipment,Cat,small,28.2,1034.1,3.0,1,36.670212765957444,0
282,Toys,Fish,small,29.0,972.44,8.0,1,33.53241379310345,1
283,Housing,Cat,LARGE,31.04,1124.81,5.0,1,36.23743556701031,1
284,Food,Cat,medium,26.1,834.51,4.0,0,31.9735632183908,0
285,Food,Dog,Large,41.11,1467.21,4.0,1,35.68985648260764,0
286,Equipment,Cat,SMALL,28.064999999999998,1029.17,4.9911111111111115,1,36.67094245501515,0
287,Equipment,Cat,MEDIUM,28.064999999999998,798.26,4.9911111111111115,0,28.44325672545876,0
288,Equipment,Cat,small,28.1,1043.5,7.0,0,37.13523131672598,1
289,Housing,Fish,medium,28.064999999999998,363.73,4.9911111111111115,1,12.960270799928738,0
290,Equipment,Cat,SMALL,27.82,1026.3,8.0,1,36.89072609633357,1
291,Toys,Cat,Small,34.0,1346.68,5.0,0,39.60823529411765,1
292,Food,Bird,Large,50.9,1861.97,4.0,1,36.58094302554028,0
293,Food,Bird,large,50.98,1864.04,6.0,0,36.56414280109847,1
294,Toys,Cat,MEDIUM,29.19,1087.59,4.0,1,37.25899280575539,0
295,Toys,Bird,Large,54.05,2249.4,4.0,0,41.61702127659575,0
296,Toys,Fish,medium,24.16,747.43,4.0,1,30.93667218543046,0
297,Toys,Bird,Medium,43.92,1525.97,6.0,1,34.744307832422585,1
298,Equipment,Fish,small,28.064999999999998,712.28,4.9911111111111115,1,25.379654373775168,0
299,Medicine,Fish,MEDIUM,15.05,464.52,6.0,1,30.865116279069763,1
300,Accessory,Dog,small,27.82,772.16,5.0,1,27.755571531272466,1
301,Food,Cat,MEDIUM,26.06,832.08,6.0,1,31.929393706830396,1
302,Toys,Cat,Small,33.91,1346.02,6.0,0,39.69389560601593,1
303,Equipment,Cat,SMALL,28.0,1025.83,4.0,1,36.636785714285715,0
304,Food,Fish,Large,30.97,1014.57,3.0,1,32.75976751695189,0
305,Equipment,Fish,small,22.98,707.63,5.0,0,30.793298520452566,1
306,Toys,Cat,Small,33.97,1349.03,6.0,1,39.712393288195464,1
307,Equipment,Cat,Small,28.064999999999998,1034.74,4.9911111111111115,1,36.86941029752361,0
308,Equipment,Cat,medium,22.93,787.3,3.0,1,34.33493240296555,0
309,Toys,Cat,small,34.12,1364.65,6.0,0,39.995603751465424,1
310,Accessory,Dog,MEDIUM,22.92,577.97,3.0,0,25.216841186736474,0
311,Medicine,Dog,medium,25.19,846.27,5.0,1,33.59547439460103,1
312,Food,Dog,MEDIUM,30.85,885.8,4.0,1,28.71312803889789,0
313,Food,Dog,Medium,28.064999999999998,882.34,4.9911111111111115,1,31.439159094958136,0
314,Equipment,Cat,Small,28.18,1036.46,6.0,0,36.779985805535844,1
315,Accessory,Bird,medium,33.1,860.69,5.0,0,26.00271903323263,1
316,Housing,Dog,Small,30.82,881.02,4.0,1,28.585983127839064,0
317,Equipment,Cat,SMALL,28.42,1045.29,5.0,1,36.78008444757213,1
318,Food,Cat,MEDIUM,26.08,837.94,4.0,1,32.12960122699387,0
319,Food,Fish,medium,20.89,538.41,5.0,0,25.77357587362374,1
320,Accessory,Bird,medium,28.064999999999998,859.11,4.9911111111111115,1,30.61143773383218,0
321,Housing,Cat,small,25.81,820.54,5.0,1,31.791553661371562,1
322,Equipment,Cat,small,27.91,1030.16,5.0,0,36.91006807595844,1
323,Food,Bird,Medium,41.01,1210.66,4.0,0,29.52109241648379,0
324,Toys,Cat,Small,33.84,1346.25,5.0,1,39.78280141843971,1
325,Toys,Cat,small,34.53,1356.71,8.0,1,39.290761656530556,1
326,Food,Fish,Medium,21.02,543.87,4.0,0,25.873929590865842,0
327,Equipment,Fish,small,23.28,716.79,4.0,1,30.789948453608243,0
328,Toys,Cat,medium,28.86,1064.54,5.0,1,36.886347886347885,1
329,Food,Bird,large,28.064999999999998,1859.03,4.9911111111111115,1,66.24015677890611,0
330,Equipment,Fish,small,23.02,708.63,6.0,1,30.783231972198088,1
331,Equipment,Cat,small,27.98,1036.31,7.0,1,37.03752680486061,1
332,Food,Dog,Large,41.14,1466.3,6.0,1,35.64171122994652,1
333,Food,Fish,large,30.99,1020.05,6.0,1,32.91545659890287,1
334,Housing,Dog,Medium,25.99,673.68,5.0,1,25.92073874567141,1
335,Toys,Dog,small,39.0,1411.57,6.0,1,36.194102564102565,1
336,Housing,Dog,medium,25.98,674.22,4.0,0,25.951501154734412,0
337,Equipment,Cat,Small,27.84,1030.21,4.0,0,37.004669540229884,0
338,Food,Fish,MEDIUM,21.02,543.97,3.0,1,25.878686964795435,0
339,Food,Bird,medium,41.0,1208.27,5.0,1,29.47,1
340,Toys,Fish,SMALL,29.13,965.84,5.0,1,33.15619636113972,1
341,Medicine,Fish,SMALL,19.84,657.38,5.0,0,33.13407258064516,1
342,Medicine,Cat,Small,24.85,981.18,4.0,0,39.4841046277666,0
343,Toys,Fish,large,33.78,1283.93,4.0,1,38.00858496151569,0
344,-,Cat,small,27.78,1026.38,6.0,0,36.946724262059035,1
345,Food,Fish,MEDIUM,21.02,540.34,2.0,0,25.705994291151285,0
346,Accessory,Bird,MEDIUM,33.15,860.51,6.0,1,25.958069381598794,1
347,Accessory,Cat,Small,28.064999999999998,706.7,4.9911111111111115,1,25.180830215571,0
348,Equipment,Dog,Medium,28.05,870.3,3.0,1,31.026737967914436,0
349,Medicine,Bird,Medium,34.96,1200.15,4.0,0,34.329233409610985,0
350,Housing,Dog,small,30.73,869.43,6.0,1,28.29254799869834,1
351,Medicine,Fish,small,19.99,663.63,6.0,1,33.198099049524764,1
352,Equipment,Cat,SMALL,28.11,1040.53,7.0,1,37.016364283173246,1
353,Housing,Bird,LARGE,46.16,1557.58,3.0,1,33.74306759098787,0
354,Accessory,Bird,large,42.93,1409.97,3.0,1,32.843466107617054,0
355,Equipment,Cat,small,27.99,1044.51,8.0,1,37.31725616291533,1
